    ,timestamp ,open          ,high          ,low           ,close         ,open (USD).1  ,high (USD).1  ,low (USD).1   ,close (USD).1 ,volume         ,market cap (USD)  ,pre_close     ,p_change               ,pip_change
1763,2014-08-20,488.50016527  ,522.77594378  ,466.44355128  ,514.92585219  ,488.50016527  ,522.77594378  ,466.44355128  ,514.92585219  ,69099.96598874 ,35581358.87297915 ,487.28075838  ,0.05673339924586407    ,567.3339924586406
1762,2014-08-21,512.69338193  ,533.59894883  ,512.69338193  ,518.49851084  ,512.69338193  ,533.59894883  ,512.69338193  ,518.49851084  ,49889.90940835 ,25867843.73400295 ,514.92585219  ,0.0069382001987379205  ,69.3820019873792
1761,2014-08-22,518.41053754  ,523.87076554  ,503.66643811  ,516.45438204  ,518.41053754  ,523.87076554  ,503.66643811  ,516.45438204  ,40042.2967892  ,20680019.64383863 ,518.49851084  ,-0.003942400522401357  ,-39.42400522401357
1760,2014-08-23,514.30367041  ,514.79552647  ,493.15859823  ,499.71550648  ,514.30367041  ,514.79552647  ,493.15859823  ,499.71550648  ,27081.34223559 ,13532966.65144092 ,516.45438204  ,-0.03241114054232885   ,-324.11140542328855
1759,2014-08-24,499.51638612  ,514.83662646  ,497.93965193  ,510.31244617  ,499.51638612  ,514.83662646  ,497.93965193  ,510.31244617  ,17837.96898151 ,9102937.58561286  ,499.71550648  ,0.021205945288039763   ,212.05945288039763
1758,2014-08-25,510.26495624  ,510.75903341  ,499.4325049   ,503.88391855  ,510.26495624  ,510.75903341  ,499.4325049   ,503.88391855  ,22292.91189556 ,11233039.80172626 ,510.31244617  ,-0.012597238551102286  ,-125.97238551102285
1757,2014-08-26,504.27426683  ,514.77060236  ,503.97937334  ,513.31158059  ,504.27426683  ,514.77060236  ,503.97937334  ,513.31158059  ,26607.99102224 ,13658189.92789036 ,503.88391855  ,0.018709987941527118   ,187.09987941527118
1756,2014-08-27,514.08090092  ,522.0219037   ,512.01045527  ,512.31741457  ,514.08090092  ,522.0219037   ,512.01045527  ,512.31741457  ,24419.66698492 ,12510620.65429749 ,513.31158059  ,-0.0019367691234576379 ,-19.367691234576377
1755,2014-08-28,512.60023784  ,516.55192482  ,507.31172915  ,507.63864957  ,512.60023784  ,516.55192482  ,507.31172915  ,507.63864957  ,20482.05596827 ,10397483.23212369 ,512.31741457  ,-0.009132551162499558  ,-91.32551162499558
1754,2014-08-29,507.90184149  ,514.34955404  ,504.19809718  ,510.06577963  ,507.90184149  ,514.34955404  ,504.19809718  ,510.06577963  ,20046.24449284 ,10224903.32588833 ,507.63864957  ,0.004781216052118786   ,47.81216052118786
1753,2014-08-30,510.19217684  ,510.19217684  ,500.61245736  ,503.16445367  ,510.19217684  ,510.19217684  ,500.61245736  ,503.16445367  ,13294.67697053 ,6689408.87453296  ,510.06577963  ,-0.013530266557004067  ,-135.30266557004066
1752,2014-08-31,502.4316462   ,504.5138126   ,474.52410561  ,476.83792154  ,502.4316462   ,504.5138126   ,474.52410561  ,476.83792154  ,78455.90008544 ,37410748.32918421 ,503.16445367  ,-0.05232192365334731   ,-523.2192365334731
1751,2014-09-01,478.03913188  ,485.4208558   ,471.2450998   ,476.64356975  ,478.03913188  ,485.4208558   ,471.2450998   ,476.64356975  ,27616.57293751 ,13163261.90907266 ,476.83792154  ,-0.0004075845926271304 ,-4.075845926271304
1750,2014-09-02,474.93262963  ,484.45511383  ,472.45672753  ,478.00967096  ,474.93262963  ,484.45511383  ,472.45672753  ,478.00967096  ,29025.42365402 ,13874433.21027082 ,476.64356975  ,0.002866085470777602   ,28.660854707776018
1749,2014-09-03,478.36684711  ,483.45584623  ,478.14046246  ,479.47244397  ,478.36684711  ,483.45584623  ,478.14046246  ,479.47244397  ,17727.09419857 ,8499653.17983457  ,478.00967096  ,0.0030601326685759656  ,30.601326685759656
1748,2014-09-04,479.40280336  ,495.70113896  ,478.53617516  ,490.52816548  ,479.40280336  ,495.70113896  ,478.53617516  ,490.52816548  ,35159.94999616 ,17246945.76995465 ,479.47244397  ,0.023058095723832217   ,230.58095723832218
1747,2014-09-05,491.33308093  ,491.43966689  ,482.61879858  ,484.10324599  ,491.33308093  ,491.43966689  ,482.61879858  ,484.10324599  ,19752.29568287 ,9562150.45591947  ,490.52816548  ,-0.013097962445669076  ,-130.97962445669077
1746,2014-09-06,484.22819558  ,490.71340248  ,483.90702489  ,487.35807549  ,484.22819558  ,490.71340248  ,483.90702489  ,487.35807549  ,9735.12381614  ,4744491.20768798  ,484.10324599  ,0.006723420111228062   ,67.23420111228063
1745,2014-09-07,488.03780465  ,489.78566788  ,482.21544389  ,482.65087008  ,488.03780465  ,489.78566788  ,482.21544389  ,482.65087008  ,9619.27705986  ,4642752.44249029  ,487.35807549  ,-0.009658617855602847  ,-96.58617855602847
1744,2014-09-08,482.21456485  ,482.63116114  ,464.88469403  ,473.11393531  ,482.21456485  ,482.63116114  ,464.88469403  ,473.11393531  ,44887.54516733 ,21236923.1407333  ,482.65087008  ,-0.019759489438855193  ,-197.59489438855192
1743,2014-09-09,473.09172024  ,478.31542575  ,466.22318698  ,475.32730002  ,473.09172024  ,478.31542575  ,466.22318698  ,475.32730002  ,31041.96114658 ,14755091.57914439 ,473.11393531  ,0.004678291093982878   ,46.78291093982878
1742,2014-09-10,475.60510141  ,489.40982306  ,475.32381854  ,480.09260375  ,475.60510141  ,489.40982306  ,475.32381854  ,480.09260375  ,33295.46098703 ,15984904.55820679 ,475.32730002  ,0.010025310412003607   ,100.25310412003607
1741,2014-09-11,480.251008    ,483.0164398   ,473.88160546  ,480.51415347  ,480.251008    ,483.0164398   ,473.88160546  ,480.51415347  ,22845.2887602  ,10977484.58930426 ,480.09260375  ,0.0008780591842225682  ,8.780591842225682
1740,2014-09-12,479.85129217  ,480.75831894  ,472.91985067  ,477.94180365  ,479.85129217  ,480.75831894  ,472.91985067  ,477.94180365  ,17802.06350053 ,8508350.33811121  ,480.51415347  ,-0.005353327891434501  ,-53.533278914345004
1739,2014-09-13,477.77804339  ,482.72094536  ,474.15242298  ,479.30256894  ,477.77804339  ,482.72094536  ,474.15242298  ,479.30256894  ,22125.41419425 ,10604767.86212575 ,477.94180365  ,0.0028471359475317204  ,28.471359475317204
1738,2014-09-14,479.54347405  ,481.55009654  ,476.98474762  ,477.89043702  ,479.54347405  ,481.55009654  ,476.98474762  ,477.89043702  ,13174.59935447 ,6296015.04301277  ,479.30256894  ,-0.0029462223061375026 ,-29.462223061375028
1737,2014-09-15,477.8852583   ,479.28980937  ,474.12066789  ,475.77917573  ,477.8852583   ,479.28980937  ,474.12066789  ,475.77917573  ,21008.78994356 ,9995544.76235301  ,477.89043702  ,-0.004417877250620927  ,-44.17877250620927
1736,2014-09-16,475.15396539  ,476.49418513  ,465.89280758  ,466.59809514  ,475.15396539  ,476.49418513  ,465.89280758  ,466.59809514  ,22514.51607722 ,10505230.31469266 ,475.77917573  ,-0.0192969366007103    ,-192.96936600710302
1735,2014-09-17,466.91247242  ,468.30132771  ,449.61426423  ,455.91688708  ,466.91247242  ,468.30132771  ,449.61426423  ,455.91688708  ,36432.65861593 ,16610264.30420793 ,466.59809514  ,-0.022891666663995225  ,-228.91666663995224
1734,2014-09-18,455.78312649  ,455.78312649  ,408.62293299  ,424.73870114  ,455.78312649  ,455.78312649  ,408.62293299  ,424.73870114  ,85591.88536936 ,36354186.2199735  ,455.91688708  ,-0.0683856791085019    ,-683.856791085019
1733,2014-09-19,424.2296659   ,428.78511952  ,382.12781543  ,393.33111703  ,424.2296659   ,428.78511952  ,382.12781543  ,393.33111703  ,87795.74772404 ,34532799.52244092 ,424.73870114  ,-0.07394566123996227   ,-739.4566123996227
1732,2014-09-20,394.03204199  ,426.25221808  ,388.20741389  ,410.0575999   ,394.03204199  ,426.25221808  ,388.20741389  ,410.0575999   ,74386.69747076 ,30502830.62952938 ,393.33111703  ,0.04252519606457761    ,425.2519606457761
1731,2014-09-21,408.55388793  ,412.71489776  ,393.38855282  ,398.99544303  ,408.55388793  ,412.71489776  ,393.38855282  ,398.99544303  ,48222.00316775 ,19240359.51761717 ,410.0575999   ,-0.026977080470396708  ,-269.7708047039671
1730,2014-09-22,399.08790332  ,407.91555051  ,397.50079401  ,402.08292629  ,399.08790332  ,407.91555051  ,397.50079401  ,402.08292629  ,40118.39301454 ,16130920.86124196 ,398.99544303  ,0.0077381416603494735  ,77.38141660349473
1729,2014-09-23,402.47844475  ,446.12660929  ,396.12260651  ,436.77716523  ,402.47844475  ,446.12660929  ,396.12260651  ,436.77716523  ,98453.67572233 ,43002317.38859386 ,402.08292629  ,0.08628627746052797    ,862.8627746052797
1728,2014-09-24,437.01678532  ,438.57515364  ,421.421307    ,423.66141682  ,437.01678532  ,438.57515364  ,421.421307    ,423.66141682  ,49848.97410962 ,21119086.99820334 ,436.77716523  ,-0.030028466353302696  ,-300.28466353302696
1727,2014-09-25,424.07493528  ,424.53364889  ,408.44684741  ,411.05931577  ,424.07493528  ,424.53364889  ,408.44684741  ,411.05931577  ,45579.6248509  ,18735929.40417013 ,423.66141682  ,-0.029745689717490142  ,-297.4568971749014
1726,2014-09-26,410.61871063  ,415.40858373  ,399.23692789  ,405.07784024  ,410.61871063  ,415.40858373  ,399.23692789  ,405.07784024  ,36265.74210642 ,14690448.48713042 ,411.05931577  ,-0.01455136838048654   ,-145.5136838048654
1725,2014-09-27,404.74977455  ,408.55464956  ,399.04526153  ,401.57302128  ,404.74977455  ,408.55464956  ,399.04526153  ,401.57302128  ,21010.13760566 ,8437104.4358285   ,405.07784024  ,-0.008652211036583757  ,-86.52211036583756
1724,2014-09-28,401.67775009  ,403.63923357  ,373.90562833  ,377.34860022  ,401.67775009  ,403.63923357  ,373.90562833  ,377.34860022  ,48878.87803653 ,18444376.20717048 ,401.57302128  ,-0.06032382599504693   ,-603.2382599504693
1723,2014-09-29,376.78580134  ,385.78960877  ,371.28057644  ,374.96217082  ,376.78580134  ,385.78960877  ,371.28057644  ,374.96217082  ,59690.78347063 ,22381785.74834781 ,377.34860022  ,-0.006324203663691019  ,-63.24203663691019
1722,2014-09-30,375.27910061  ,393.99577193  ,372.81049418  ,388.74295439  ,375.27910061  ,393.99577193  ,372.81049418  ,388.74295439  ,57091.31588664 ,22193846.80802316 ,374.96217082  ,0.036752463694838866   ,367.52463694838866
1721,2014-10-01,388.49377938  ,391.39414535  ,379.17382913  ,384.11095516  ,388.49377938  ,391.39414535  ,379.17382913  ,384.11095516  ,40146.62248639 ,15420757.50972766 ,388.74295439  ,-0.011915326509951418  ,-119.15326509951419
1720,2014-10-02,384.05813974  ,385.22774134  ,372.01795267  ,374.21523623  ,384.05813974  ,385.22774134  ,372.01795267  ,374.21523623  ,34079.1566826  ,12752939.66860866 ,384.11095516  ,-0.025762657370389186  ,-257.62657370389184
1719,2014-10-03,374.24662695  ,377.35260885  ,355.4656285   ,358.32271496  ,374.24662695  ,377.35260885  ,355.4656285   ,358.32271496  ,61516.21727372 ,22042657.98745231 ,374.21523623  ,-0.042468931596981174  ,-424.68931596981173
1718,2014-10-04,357.98795995  ,363.67489339  ,323.32265289  ,327.03030453  ,357.98795995  ,363.67489339  ,323.32265289  ,327.03030453  ,91520.07394601 ,29929837.65318624 ,358.32271496  ,-0.08733024484225949   ,-873.3024484225948
1717,2014-10-05,326.92627034  ,340.72539773  ,285.62069077  ,321.41310864  ,326.92627034  ,340.72539773  ,285.62069077  ,321.41310864  ,185022.19196413,59468557.88658775 ,327.03030453  ,-0.017176377272047905  ,-171.76377272047904
1716,2014-10-06,320.32642     ,343.23310164  ,301.89172961  ,327.88489853  ,320.32642     ,343.23310164  ,301.89172961  ,327.88489853  ,163997.3009065 ,53772238.36613194 ,321.41310864  ,0.020135426079490593   ,201.35426079490594
1715,2014-10-07,328.51909797  ,338.09949737  ,317.59415218  ,334.48725204  ,328.51909797  ,338.09949737  ,317.59415218  ,334.48725204  ,79680.90270965 ,26652246.18715976 ,327.88489853  ,0.020136192729827362   ,201.36192729827363
1714,2014-10-08,334.86741224  ,355.30563937  ,327.32601214  ,354.31800186  ,334.86741224  ,355.30563937  ,327.32601214  ,354.31800186  ,93375.98258287 ,33084791.57079084 ,334.48725204  ,0.05928701228239497    ,592.8701228239497
1713,2014-10-09,353.70986248  ,383.70315885  ,348.79726243  ,364.89696456  ,353.70986248  ,383.70315885  ,348.79726243  ,364.89696456  ,161911.98748036,59081192.75746654 ,354.31800186  ,0.02985725434345854    ,298.5725434345854
1712,2014-10-10,364.2597439   ,375.30507712  ,353.24305082  ,360.36043625  ,364.2597439   ,375.30507712  ,353.24305082  ,360.36043625  ,91263.99842723 ,32887934.28683372 ,364.89696456  ,-0.012432354200233586  ,-124.32354200233587
1711,2014-10-11,360.40999242  ,367.29696593  ,353.95039639  ,361.41844764  ,360.40999242  ,367.29696593  ,353.95039639  ,361.41844764  ,47926.84386176 ,17321645.50877984 ,360.36043625  ,0.0029359809889506483  ,29.359809889506483
1710,2014-10-12,361.49141516  ,378.77196618  ,354.56377523  ,378.39906462  ,361.49141516  ,378.77196618  ,354.56377523  ,378.39906462  ,54270.7831972  ,20536013.59814287 ,361.41844764  ,0.046983260237213775   ,469.8326023721377
1709,2014-10-13,376.30584598  ,395.96846035  ,367.79807542  ,389.93884961  ,376.30584598  ,395.96846035  ,367.79807542  ,389.93884961  ,107978.3101453 ,42104938.04052138 ,378.39906462  ,0.03049633592934109    ,304.9633592934109
1708,2014-10-14,390.28591996  ,410.44627856  ,389.70773977  ,399.71753499  ,390.28591996  ,410.44627856  ,389.70773977  ,399.71753499  ,116350.81252017,46507459.97466283 ,389.93884961  ,0.025077484302423958   ,250.77484302423957
